RandomWeird{value=5066177246380389534, times=3, duration='0'}
RandomWeird{value=6467089164783892293, times=3, duration='0'}
RandomWeird{value=4009105286340327038, times=4, duration='466'}
RandomWeird{value=7759387894389279668, times=4, duration='467'}
RandomWeird{value=4090419735294432378, times=2, duration='0'}
RandomWeird{value=8933145161816626615, times=3, duration='466'}
RandomWeird{value=4117189140502215596, times=4, duration='467'}
RandomWeird{value=5960417455677595863, times=2, duration='0'}
RandomWeird{value=1461090909469748270, times=2, duration='0'}
RandomWeird{value=6191120488448051642, times=2, duration='466'}
RandomWeird{value=9126410696628280466, times=2, duration='0'}
RandomWeird{value=5185251490801578479, times=2, duration='467'}
RandomWeird{value=7600754454148504506, times=12, duration='1400'}
RandomWeird{value=1634247454994323598, times=2, duration='466'}
RandomWeird{value=8951195228469264020, times=2, duration='0'}
RandomWeird{value=6637641493510675931, times=2, duration='0'}
RandomWeird{value=3414231295213317235, times=2, duration='467'}
RandomWeird{value=1243248385842777078, times=2, duration='467'}
RandomWeird{value=4591601246186987535, times=7, duration='466'}
RandomWeird{value=6775374516373738155, times=4, duration='467'}
RandomWeird{value=8085668514795480997, times=2, duration='467'}
RandomWeird{value=4583959381098000612, times=3, duration='466'}
RandomWeird{value=4342146551611335044, times=2, duration='466'}
RandomWeird{value=1639452430942652963, times=5, duration='933'}
RandomWeird{value=5043541283723832942, times=3, duration='0'}
RandomWeird{value=7708480110687875558, times=2, duration='467'}
RandomWeird{value=2041284114765081585, times=5, duration='467'}
RandomWeird{value=5722774713760559535, times=2, duration='466'}
RandomWeird{value=1549839369422608868, times=5, duration='467'}
RandomWeird{value=7887134165707881458, times=2, duration='0'}
RandomWeird{value=4126866619043572298, times=2, duration='467'}
RandomWeird{value=2247490763082832525, times=3, duration='466'}
RandomWeird{value=6288792748310012250, times=3, duration='467'}
RandomWeird{value=3147994784332538738, times=3, duration='933'}
RandomWeird{value=6357376811498478935, times=2, duration='467'}
RandomWeird{value=2710213861505966930, times=3, duration='466'}
RandomWeird{value=2584220948157877769, times=7, duration='933'}
RandomWeird{value=6791769680820057988, times=3, duration='0'}
RandomWeird{value=6666979201108392512, times=3, duration='0'}
RandomWeird{value=7934353702770962068, times=4, duration='466'}
RandomWeird{value=7205272936746679120, times=2, duration='466'}
RandomWeird{value=2417851876739465263, times=2, duration='467'}
RandomWeird{value=3206648565803165615, times=4, duration='466'}
RandomWeird{value=5936339372707165411, times=5, duration='467'}
RandomWeird{value=4575427899815195176, times=7, duration='467'}
RandomWeird{value=8389853428411618849, times=2, duration='466'}
RandomWeird{value=4445354663141124863, times=6, duration='466'}
RandomWeird{value=2540592790970828380, times=2, duration='466'}
RandomWeird{value=4629492677610201181, times=2, duration='466'}
RandomWeird{value=4245102102465755431, times=3, duration='467'}
RandomWeird{value=6743177166638625270, times=2, duration='466'}
RandomWeird{value=8769987592924216795, times=4, duration='467'}
RandomWeird{value=8603893130999213850, times=4, duration='467'}
RandomWeird{value=1691512415746851119, times=3, duration='0'}
RandomWeird{value=3582979258808921314, times=3, duration='466'}
RandomWeird{value=4036278187318205206, times=7, duration='933'}
RandomWeird{value=6140287441730449087, times=2, duration='466'}
RandomWeird{value=5328385169138170184, times=2, duration='467'}
RandomWeird{value=9013924743384396064, times=2, duration='0'}
RandomWeird{value=3108267708977125274, times=2, duration='466'}
RandomWeird{value=7280670544680526441, times=3, duration='467'}
RandomWeird{value=1258786304472807256, times=3, duration='467'}
RandomWeird{value=4034041494633488214, times=2, duration='466'}
RandomWeird{value=6626539019100505238, times=3, duration='466'}
RandomWeird{value=8115551895760335496, times=2, duration='0'}
RandomWeird{value=1398848699204286497, times=2, duration='0'}
RandomWeird{value=5809576196688100402, times=3, duration='467'}
RandomWeird{value=6634909229738147075, times=2, duration='0'}
RandomWeird{value=8591496182563795106, times=2, duration='467'}
RandomWeird{value=5875880038821489307, times=3, duration='467'}
RandomWeird{value=7643130738325063231, times=4, duration='0'}
RandomWeird{value=5997678109581745226, times=4, duration='467'}
RandomWeird{value=7966741342332664051, times=2, duration='466'}
RandomWeird{value=7026807871304923102, times=6, duration='933'}
RandomWeird{value=1591973962669498841, times=2, duration='0'}
RandomWeird{value=3019536037874395581, times=5, duration='466'}
RandomWeird{value=8821908318884854158, times=3, duration='0'}
RandomWeird{value=8188489846627153284, times=3, duration='0'}
RandomWeird{value=5436191547329895444, times=4, duration='467'}
RandomWeird{value=1248214848810963004, times=2, duration='467'}
RandomWeird{value=2798576636766196028, times=3, duration='466'}
RandomWeird{value=8387508517024876336, times=2, duration='466'}
RandomWeird{value=7883445308574104468, times=3, duration='467'}
RandomWeird{value=6983178372772761333, times=2, duration='467'}
RandomWeird{value=1620978246373843504, times=2, duration='467'}
RandomWeird{value=9187783340000845480, times=2, duration='467'}
RandomWeird{value=7738952358820148276, times=3, duration='467'}
RandomWeird{value=2364465256963028677, times=3, duration='0'}
RandomWeird{value=4383414985532783733, times=2, duration='467'}
RandomWeird{value=4296736572452955704, times=4, duration='0'}
RandomWeird{value=3762186767184763893, times=3, duration='466'}
RandomWeird{value=9030097747034400698, times=2, duration='466'}
RandomWeird{value=7324716186123949408, times=2, duration='0'}
RandomWeird{value=7617166405937555027, times=2, duration='466'}
RandomWeird{value=1329848573512420709, times=3, duration='466'}
RandomWeird{value=5834685600758279011, times=4, duration='466'}
RandomWeird{value=8542693722214121906, times=2, duration='466'}
RandomWeird{value=5004729781338905703, times=3, duration='0'}
RandomWeird{value=8600863750697394431, times=2, duration='0'}
RandomWeird{value=6465301062891344327, times=2, duration='466'}
RandomWeird{value=2482309310258387151, times=4, duration='467'}
RandomWeird{value=5340200805988347833, times=2, duration='0'}
RandomWeird{value=2645035535737048980, times=2, duration='0'}
RandomWeird{value=4010347689834647908, times=3, duration='467'}
RandomWeird{value=6334606818569615448, times=2, duration='466'}
RandomWeird{value=1358329648817336265, times=8, duration='933'}
RandomWeird{value=3024672658112873824, times=4, duration='0'}
RandomWeird{value=2328453754168428132, times=7, duration='466'}
RandomWeird{value=2198269580108354273, times=5, duration='467'}
RandomWeird{value=1228774307219593773, times=4, duration='467'}
RandomWeird{value=4495258974061005948, times=8, duration='933'}
RandomWeird{value=4005340978945388986, times=2, duration='466'}
RandomWeird{value=7495913816470047312, times=2, duration='466'}
RandomWeird{value=7998880369617028400, times=3, duration='0'}
RandomWeird{value=3273037059206256627, times=2, duration='466'}
RandomWeird{value=3292762675092678271, times=2, duration='0'}
RandomWeird{value=3693895476456708761, times=3, duration='0'}
RandomWeird{value=7347808843613573590, times=2, duration='0'}
RandomWeird{value=5153080774565249693, times=3, duration='466'}
RandomWeird{value=6850626296679097652, times=3, duration='0'}
RandomWeird{value=8872880389910688272, times=5, duration='467'}
RandomWeird{value=4458629986490700991, times=10, duration='933'}
RandomWeird{value=8836123944117735785, times=2, duration='0'}
RandomWeird{value=2940715862336444874, times=2, duration='467'}
RandomWeird{value=2283419970441826882, times=2, duration='0'}
RandomWeird{value=6091706351171660898, times=2, duration='0'}
RandomWeird{value=4819836275012120190, times=2, duration='466'}
RandomWeird{value=8337137088918541295, times=5, duration='467'}
RandomWeird{value=3207370001753261103, times=6, duration='933'}
RandomWeird{value=3635593888880784802, times=5, duration='467'}
RandomWeird{value=7081648657589292054, times=6, duration='467'}
RandomWeird{value=1658780766276784673, times=2, duration='467'}
RandomWeird{value=6072570443370750292, times=2, duration='466'}
RandomWeird{value=6081465150796920866, times=2, duration='0'}
RandomWeird{value=8046654365188089751, times=2, duration='467'}
RandomWeird{value=3049453113546124380, times=3, duration='467'}
RandomWeird{value=4352633131244588502, times=2, duration='0'}
RandomWeird{value=4356721533867463018, times=2, duration='467'}
RandomWeird{value=5077367527068732761, times=4, duration='0'}
RandomWeird{value=1049436727456089358, times=6, duration='467'}
RandomWeird{value=1777880223065629411, times=3, duration='466'}
RandomWeird{value=6136162217130042858, times=4, duration='466'}
RandomWeird{value=2744235786495110564, times=2, duration='0'}
RandomWeird{value=3914876576139223265, times=3, duration='0'}
RandomWeird{value=8887624661046340698, times=2, duration='466'}
RandomWeird{value=4890612921137412230, times=4, duration='467'}
RandomWeird{value=5904331335391389295, times=2, duration='466'}
RandomWeird{value=2010848623237942834, times=2, duration='0'}
RandomWeird{value=5069320089487586930, times=9, duration='933'}
RandomWeird{value=2726279965299079017, times=2, duration='467'}
RandomWeird{value=4457664065403375002, times=2, duration='0'}
RandomWeird{value=3512328106586164176, times=2, duration='0'}
RandomWeird{value=3088811710735024654, times=2, duration='0'}
RandomWeird{value=1029252830285075212, times=5, duration='466'}
RandomWeird{value=3820061669758755942, times=2, duration='467'}
RandomWeird{value=5263921905720615179, times=2, duration='467'}
RandomWeird{value=2191054349746896045, times=3, duration='466'}
RandomWeird{value=8623473364535116400, times=2, duration='0'}
RandomWeird{value=6600540484133273891, times=4, duration='467'}
RandomWeird{value=8702918724493737012, times=2, duration='0'}
RandomWeird{value=6254343804229330975, times=5, duration='466'}
RandomWeird{value=1909002081539146289, times=2, duration='0'}
RandomWeird{value=1133712843936921496, times=2, duration='0'}
RandomWeird{value=3737754920871899361, times=2, duration='0'}
RandomWeird{value=8044538957992975289, times=4, duration='0'}
RandomWeird{value=7586948180704323837, times=3, duration='0'}
RandomWeird{value=3996996828662288086, times=2, duration='466'}
RandomWeird{value=5828322018765652412, times=2, duration='0'}
RandomWeird{value=8604561303521504375, times=4, duration='466'}
RandomWeird{value=7553592658981387974, times=2, duration='467'}
RandomWeird{value=5651729344655448872, times=2, duration='0'}
RandomWeird{value=4963070967435132196, times=2, duration='466'}
RandomWeird{value=6086938947941404861, times=2, duration='0'}
RandomWeird{value=5219090963622093527, times=5, duration='933'}
RandomWeird{value=9038567671483652567, times=4, duration='466'}
RandomWeird{value=2449888956706751501, times=5, duration='466'}
RandomWeird{value=2798817513198187774, times=3, duration='466'}
RandomWeird{value=2495167216280742793, times=2, duration='0'}
RandomWeird{value=7631762317622246733, times=3, duration='0'}
RandomWeird{value=2596892013143192180, times=10, duration='933'}
RandomWeird{value=4283043276403270053, times=4, duration='466'}
RandomWeird{value=7116244172306123989, times=6, duration='933'}
RandomWeird{value=2086790109228448305, times=6, duration='933'}
RandomWeird{value=4466122989378655070, times=3, duration='467'}
RandomWeird{value=3377345794333840091, times=2, duration='0'}
RandomWeird{value=7523796624382041720, times=3, duration='467'}
RandomWeird{value=4467014118172058445, times=2, duration='466'}
RandomWeird{value=4287044894529334631, times=3, duration='466'}
RandomWeird{value=3545928940590535326, times=3, duration='0'}
RandomWeird{value=1431943759981556177, times=6, duration='933'}
RandomWeird{value=2863383686963314310, times=2, duration='0'}
RandomWeird{value=2285957829981017945, times=5, duration='466'}
RandomWeird{value=8661346278834833664, times=4, duration='467'}
RandomWeird{value=3917734265541667394, times=2, duration='0'}
RandomWeird{value=8356710445438486230, times=5, duration='467'}
RandomWeird{value=4679696672213401806, times=2, duration='0'}
RandomWeird{value=8026363394963836905, times=4, duration='466'}
RandomWeird{value=8545162691779729270, times=3, duration='466'}
RandomWeird{value=7771469355682702200, times=3, duration='467'}
RandomWeird{value=1544424214547403587, times=2, duration='0'}
RandomWeird{value=8553185025730115558, times=3, duration='0'}
RandomWeird{value=5649171690023862229, times=2, duration='467'}
RandomWeird{value=8434225499154537487, times=2, duration='0'}
RandomWeird{value=2570103530771678964, times=2, duration='0'}
RandomWeird{value=1170956992350877251, times=2, duration='467'}
RandomWeird{value=5761719808845099216, times=2, duration='466'}
RandomWeird{value=8643187339304556080, times=2, duration='466'}
RandomWeird{value=7149701471580783287, times=2, duration='467'}
RandomWeird{value=4976229319921380062, times=3, duration='466'}
RandomWeird{value=6094560059363771815, times=2, duration='0'}
RandomWeird{value=1939255558331056482, times=4, duration='466'}
RandomWeird{value=7242951198157827829, times=2, duration='466'}
RandomWeird{value=4837738719446547286, times=2, duration='0'}
RandomWeird{value=7001838558253547987, times=2, duration='466'}
RandomWeird{value=7683864465867137392, times=2, duration='466'}
RandomWeird{value=2112431315792263745, times=3, duration='0'}
RandomWeird{value=2270159016705201431, times=4, duration='467'}
RandomWeird{value=3398597391473657157, times=8, duration='933'}
RandomWeird{value=1897874856549326852, times=8, duration='933'}
RandomWeird{value=1888576779785545175, times=3, duration='467'}
RandomWeird{value=8238673308489939618, times=3, duration='466'}
RandomWeird{value=4764784091145778914, times=4, duration='466'}
RandomWeird{value=8689974526328925845, times=2, duration='467'}
RandomWeird{value=8986106356293136748, times=2, duration='0'}
RandomWeird{value=1898198563720356161, times=4, duration='466'}
RandomWeird{value=7684958827784583400, times=2, duration='0'}
RandomWeird{value=6376068140231374383, times=4, duration='0'}
RandomWeird{value=4375051240358760277, times=2, duration='0'}
RandomWeird{value=8914438203643071057, times=2, duration='467'}
RandomWeird{value=3355140177894617914, times=2, duration='467'}
RandomWeird{value=7593165565663029531, times=4, duration='466'}
RandomWeird{value=1004994772085132806, times=3, duration='0'}
RandomWeird{value=7646615110221965831, times=6, duration='467'}
RandomWeird{value=3941525001215468529, times=7, duration='933'}
RandomWeird{value=5728592464028929150, times=2, duration='467'}
RandomWeird{value=8153280036348835870, times=4, duration='466'}
RandomWeird{value=1009992968868177781, times=8, duration='933'}
RandomWeird{value=3359305528273825684, times=2, duration='0'}
RandomWeird{value=2126265233961510732, times=2, duration='0'}
RandomWeird{value=1436557790740382803, times=2, duration='0'}
RandomWeird{value=3413955580818664608, times=2, duration='0'}
RandomWeird{value=6110276474879651480, times=2, duration='467'}
RandomWeird{value=8529700264207096809, times=2, duration='466'}
RandomWeird{value=3349749176785156180, times=2, duration='467'}
RandomWeird{value=2463269648164219542, times=2, duration='466'}
RandomWeird{value=6054181455290193032, times=2, duration='466'}
RandomWeird{value=5790055863575174181, times=2, duration='466'}
RandomWeird{value=4051724265482358130, times=4, duration='466'}
RandomWeird{value=7291423860858209418, times=2, duration='0'}
RandomWeird{value=7504798784237098601, times=5, duration='933'}
RandomWeird{value=8064029267344746366, times=4, duration='467'}
RandomWeird{value=3775357796448418715, times=3, duration='466'}
RandomWeird{value=7342190911042986721, times=5, duration='466'}
RandomWeird{value=1226333012912805350, times=2, duration='466'}
RandomWeird{value=1640751537348527609, times=7, duration='933'}
RandomWeird{value=5405133782333523497, times=5, duration='466'}
RandomWeird{value=3159520835426592154, times=2, duration='0'}
RandomWeird{value=3974670582916050895, times=3, duration='467'}
RandomWeird{value=1547080471331673486, times=3, duration='466'}
RandomWeird{value=1330431213009325988, times=3, duration='467'}
RandomWeird{value=4101515493060863079, times=6, duration='933'}
RandomWeird{value=1294775588084069732, times=3, duration='0'}
RandomWeird{value=1796762192971633885, times=3, duration='466'}
RandomWeird{value=4408439319330565035, times=2, duration='0'}
RandomWeird{value=7587112024260623120, times=2, duration='466'}
RandomWeird{value=4223428434968493578, times=2, duration='466'}
RandomWeird{value=6283386766777699228, times=3, duration='467'}
RandomWeird{value=1581489332876132296, times=4, duration='467'}
RandomWeird{value=9117870270130610305, times=3, duration='0'}
RandomWeird{value=8560994444874879139, times=3, duration='467'}
RandomWeird{value=2127732655177601040, times=4, duration='466'}
RandomWeird{value=3788024530566375346, times=2, duration='466'}
RandomWeird{value=2039787601021354347, times=2, duration='0'}
RandomWeird{value=1650248058936744712, times=2, duration='467'}
RandomWeird{value=4942791620186640901, times=7, duration='933'}
RandomWeird{value=2926016075087883742, times=5, duration='467'}
RandomWeird{value=1528613888108324810, times=3, duration='467'}
RandomWeird{value=7958096353063921351, times=7, duration='933'}
RandomWeird{value=2989153817806495868, times=2, duration='467'}
RandomWeird{value=8089083123041258692, times=2, duration='0'}
RandomWeird{value=7018850902909567726, times=2, duration='467'}
RandomWeird{value=6606460689033900737, times=3, duration='0'}
RandomWeird{value=3993769091883575283, times=2, duration='0'}
RandomWeird{value=5783368392267281490, times=4, duration='466'}
RandomWeird{value=9090037084051351458, times=5, duration='467'}
RandomWeird{value=3763559787227245581, times=2, duration='0'}
RandomWeird{value=1757942476761810860, times=3, duration='467'}
RandomWeird{value=3230425594243108862, times=2, duration='0'}
RandomWeird{value=8073156576202641691, times=2, duration='0'}
RandomWeird{value=2893239337089443211, times=2, duration='466'}
RandomWeird{value=1137546542276404165, times=2, duration='466'}
RandomWeird{value=3417611226378552878, times=2, duration='0'}
RandomWeird{value=8313048046396896788, times=2, duration='466'}
RandomWeird{value=4200371520192456599, times=2, duration='466'}
RandomWeird{value=1340821627891058312, times=2, duration='467'}
RandomWeird{value=6222938322947116046, times=2, duration='0'}
RandomWeird{value=9042674385320815833, times=3, duration='467'}
RandomWeird{value=6996397118256247747, times=2, duration='0'}
RandomWeird{value=2501243711001208892, times=3, duration='466'}
RandomWeird{value=6924057882840208908, times=2, duration='0'}
RandomWeird{value=4093009985169798477, times=5, duration='466'}
RandomWeird{value=4212375376387832519, times=3, duration='0'}
RandomWeird{value=1096549743739545322, times=2, duration='466'}
RandomWeird{value=8723120666407010323, times=5, duration='467'}
RandomWeird{value=5713341273061471306, times=4, duration='466'}
RandomWeird{value=8408285061874085988, times=4, duration='467'}
RandomWeird{value=2880748213720512822, times=2, duration='0'}
RandomWeird{value=1142230648147984877, times=2, duration='0'}
RandomWeird{value=2874956009252085044, times=3, duration='0'}
RandomWeird{value=5542538635293828170, times=2, duration='466'}
RandomWeird{value=2193852995330485428, times=3, duration='467'}
RandomWeird{value=1214397715264576344, times=2, duration='0'}
RandomWeird{value=7719821295163443453, times=2, duration='0'}
RandomWeird{value=4556867836087336119, times=6, duration='933'}
RandomWeird{value=6792203539563755117, times=4, duration='467'}
RandomWeird{value=8633716403214352162, times=3, duration='467'}
RandomWeird{value=8829510621594653720, times=9, duration='933'}
RandomWeird{value=5200999729240831263, times=2, duration='466'}
RandomWeird{value=2303334118599292373, times=2, duration='0'}
RandomWeird{value=1904153915806434542, times=2, duration='467'}
RandomWeird{value=8842604522701667350, times=2, duration='467'}
RandomWeird{value=4638778208156954077, times=3, duration='0'}
RandomWeird{value=3247327618560668424, times=2, duration='0'}
RandomWeird{value=4981634388547843613, times=2, duration='467'}
RandomWeird{value=2429420820662670369, times=2, duration='0'}
RandomWeird{value=6115050436281103774, times=5, duration='466'}
RandomWeird{value=7768068626879616037, times=5, duration='466'}
RandomWeird{value=7064132655872341230, times=2, duration='466'}
RandomWeird{value=5584483844276444826, times=5, duration='467'}
RandomWeird{value=6804171689574484464, times=2, duration='466'}
RandomWeird{value=5552718748854232383, times=2, duration='0'}
RandomWeird{value=8466340906571163227, times=3, duration='466'}
RandomWeird{value=2335007522155650795, times=2, duration='466'}
RandomWeird{value=5184600129735696230, times=2, duration='0'}
RandomWeird{value=9052505088141996511, times=3, duration='467'}
RandomWeird{value=7513582945229593791, times=2, duration='0'}
RandomWeird{value=3089677132181814068, times=5, duration='467'}
RandomWeird{value=4227371761681336468, times=3, duration='466'}
RandomWeird{value=8392588782699832993, times=3, duration='467'}
RandomWeird{value=8845651070994430440, times=4, duration='467'}
RandomWeird{value=6881281009559995825, times=3, duration='466'}
RandomWeird{value=1369545381659625562, times=2, duration='466'}
RandomWeird{value=1987623070717832848, times=3, duration='0'}
RandomWeird{value=1186234617826650174, times=2, duration='467'}
RandomWeird{value=6601115372813237250, times=3, duration='0'}
RandomWeird{value=4974073307498588760, times=3, duration='0'}
RandomWeird{value=8615389342651457032, times=3, duration='0'}
RandomWeird{value=8253735453750280863, times=4, duration='0'}
RandomWeird{value=6885477713117284858, times=8, duration='933'}
RandomWeird{value=5240370087571910973, times=3, duration='0'}
RandomWeird{value=1374951664315487412, times=4, duration='467'}
RandomWeird{value=7263218350209327021, times=2, duration='467'}
RandomWeird{value=2643180298234478420, times=3, duration='467'}
RandomWeird{value=8643029105974858381, times=2, duration='0'}
RandomWeird{value=3467426127230056338, times=3, duration='467'}
RandomWeird{value=5034302202769056556, times=3, duration='0'}
RandomWeird{value=7029835578486011565, times=4, duration='466'}
RandomWeird{value=3178208201694476547, times=3, duration='0'}
RandomWeird{value=8522040168267823500, times=3, duration='0'}
RandomWeird{value=3601978128889964642, times=3, duration='466'}
RandomWeird{value=4769358736326723608, times=2, duration='466'}
RandomWeird{value=4793749542461234628, times=3, duration='466'}
RandomWeird{value=4940984171704478127, times=4, duration='0'}
RandomWeird{value=8505313366290198220, times=4, duration='466'}
RandomWeird{value=5521836492262993476, times=2, duration='466'}
RandomWeird{value=8112797328094220037, times=2, duration='0'}
RandomWeird{value=7987803182914555027, times=2, duration='467'}
RandomWeird{value=1671189101311242823, times=2, duration='0'}
RandomWeird{value=5492242256015873258, times=8, duration='933'}
RandomWeird{value=7926671247707270021, times=2, duration='0'}
RandomWeird{value=7899676007164697866, times=7, duration='933'}
RandomWeird{value=2195329040270636677, times=6, duration='933'}
RandomWeird{value=2378352698711901328, times=6, duration='467'}
RandomWeird{value=2065309308464897985, times=2, duration='467'}
RandomWeird{value=6121527387437714246, times=3, duration='0'}
RandomWeird{value=2817912528133430574, times=3, duration='0'}
RandomWeird{value=4461485594838391503, times=2, duration='0'}
RandomWeird{value=2077829801899812965, times=9, duration='933'}
RandomWeird{value=9110685584675578359, times=4, duration='466'}
RandomWeird{value=3293848526887093100, times=2, duration='466'}
RandomWeird{value=7400088061206207184, times=6, duration='466'}
RandomWeird{value=8099531169510759661, times=2, duration='0'}
RandomWeird{value=7720600495860480690, times=3, duration='466'}
RandomWeird{value=3412624574383546431, times=2, duration='467'}
RandomWeird{value=4840426842899866054, times=4, duration='467'}
RandomWeird{value=4149044787373418052, times=2, duration='0'}
RandomWeird{value=2413501909406859685, times=3, duration='467'}
RandomWeird{value=4944934752923704151, times=2, duration='467'}
RandomWeird{value=7457140798213636642, times=2, duration='0'}
RandomWeird{value=2420896037432413834, times=2, duration='466'}
RandomWeird{value=3700775088731003177, times=2, duration='0'}
RandomWeird{value=8219544147426968171, times=2, duration='467'}
RandomWeird{value=8532804429980255161, times=2, duration='0'}
RandomWeird{value=2582112299261315609, times=2, duration='466'}
RandomWeird{value=7455212593386810960, times=4, duration='466'}
RandomWeird{value=6722753011386045116, times=2, duration='0'}
RandomWeird{value=5957130243498352574, times=3, duration='467'}
RandomWeird{value=7094506663972005431, times=4, duration='467'}
RandomWeird{value=7237928019697660537, times=5, duration='467'}
RandomWeird{value=1477880201236658030, times=2, duration='0'}
RandomWeird{value=4747787509177098956, times=4, duration='466'}
RandomWeird{value=4252969739400263228, times=7, duration='467'}
RandomWeird{value=5234251798198571522, times=4, duration='466'}
RandomWeird{value=3354349893219548143, times=2, duration='467'}
RandomWeird{value=1673486828823836434, times=4, duration='467'}
RandomWeird{value=7829953674816660015, times=2, duration='0'}
RandomWeird{value=3439365292155774469, times=9, duration='933'}
RandomWeird{value=7340557407126187874, times=7, duration='466'}
RandomWeird{value=7548427615265480797, times=2, duration='0'}
RandomWeird{value=4038475497756305157, times=4, duration='466'}
RandomWeird{value=7549912041313021236, times=2, duration='0'}
RandomWeird{value=3352580103670865726, times=4, duration='466'}
RandomWeird{value=2330544651280399950, times=4, duration='467'}
RandomWeird{value=8484695395946336728, times=3, duration='0'}
RandomWeird{value=7137478727401943442, times=2, duration='466'}
RandomWeird{value=5034338674021623348, times=2, duration='466'}
RandomWeird{value=2852394645870824610, times=3, duration='466'}
RandomWeird{value=5215939751353284382, times=2, duration='466'}
RandomWeird{value=1465209723008188402, times=7, duration='933'}
RandomWeird{value=6631226047831717301, times=2, duration='0'}
RandomWeird{value=2564499538910433914, times=2, duration='466'}
RandomWeird{value=8911122001408111835, times=2, duration='0'}
RandomWeird{value=5770345151065723592, times=2, duration='467'}
RandomWeird{value=4722299617481549721, times=3, duration='466'}
RandomWeird{value=3888823205470536418, times=3, duration='466'}
RandomWeird{value=2084674542972725220, times=2, duration='0'}
RandomWeird{value=1676822086183337513, times=2, duration='466'}
RandomWeird{value=3542568138186339177, times=3, duration='0'}
RandomWeird{value=8740106070967259282, times=2, duration='0'}
RandomWeird{value=3128320263947293318, times=4, duration='467'}
RandomWeird{value=6932547702397079004, times=2, duration='467'}
RandomWeird{value=7433172896411777379, times=2, duration='467'}
RandomWeird{value=7594195072498487832, times=2, duration='0'}
RandomWeird{value=4185014162491215701, times=2, duration='467'}
RandomWeird{value=8608759510828459045, times=3, duration='466'}
RandomWeird{value=3969000628416514858, times=5, duration='467'}
RandomWeird{value=8286277736622420672, times=4, duration='466'}
RandomWeird{value=7776306306277872579, times=4, duration='467'}
RandomWeird{value=1485835647788112695, times=3, duration='467'}
RandomWeird{value=8650478957573843137, times=2, duration='0'}
RandomWeird{value=8046835202272793246, times=2, duration='466'}
RandomWeird{value=2241008279404699806, times=2, duration='0'}
RandomWeird{value=8093239566939400399, times=3, duration='0'}
RandomWeird{value=3658588266818683329, times=2, duration='0'}
RandomWeird{value=2470105154734210668, times=2, duration='0'}
RandomWeird{value=4078761118975273915, times=3, duration='0'}
RandomWeird{value=1881164230970962483, times=2, duration='0'}
RandomWeird{value=8557448203440916286, times=3, duration='0'}
RandomWeird{value=8475317447248840787, times=4, duration='467'}
RandomWeird{value=2962672518497386709, times=8, duration='933'}
RandomWeird{value=6753190671998969097, times=2, duration='0'}
RandomWeird{value=8695203958413042078, times=3, duration='466'}
RandomWeird{value=2110102090341420958, times=3, duration='0'}
RandomWeird{value=3436262194603235539, times=2, duration='467'}
RandomWeird{value=4278931626557815311, times=2, duration='0'}
RandomWeird{value=6799118367648028024, times=2, duration='0'}
RandomWeird{value=3039290618397433199, times=2, duration='467'}
RandomWeird{value=7794831481520703713, times=2, duration='467'}
RandomWeird{value=1160284083464958932, times=2, duration='467'}
RandomWeird{value=8734923189225304550, times=6, duration='466'}
RandomWeird{value=7873744315216564259, times=2, duration='0'}
RandomWeird{value=1031963433539590937, times=4, duration='467'}
RandomWeird{value=1038605995928620573, times=6, duration='467'}
RandomWeird{value=4117498098592798997, times=2, duration='467'}
RandomWeird{value=2763310002307571305, times=2, duration='466'}
RandomWeird{value=1024070421596391434, times=3, duration='0'}
RandomWeird{value=3298915181085029014, times=2, duration='0'}
RandomWeird{value=2356288524041705267, times=2, duration='0'}
RandomWeird{value=1975818462368216227, times=4, duration='467'}
RandomWeird{value=2275055652217701150, times=4, duration='466'}
RandomWeird{value=5407104533302506303, times=2, duration='0'}
RandomWeird{value=4766716164110013398, times=4, duration='466'}
RandomWeird{value=1094674101779163862, times=3, duration='467'}
RandomWeird{value=7088279317869612175, times=2, duration='467'}
RandomWeird{value=2288074769015394146, times=3, duration='467'}
RandomWeird{value=5214938270044036230, times=2, duration='0'}
RandomWeird{value=7095677034758655824, times=6, duration='466'}
RandomWeird{value=1128401633181211895, times=2, duration='0'}
RandomWeird{value=5626964738301093352, times=4, duration='466'}
RandomWeird{value=1852119189475895162, times=8, duration='933'}
RandomWeird{value=3821871495101267835, times=2, duration='0'}
RandomWeird{value=2328873489974548803, times=6, duration='467'}
RandomWeird{value=3730977520956524361, times=2, duration='466'}
RandomWeird{value=5720497187390284123, times=3, duration='467'}
RandomWeird{value=6017122420987456923, times=3, duration='467'}
RandomWeird{value=8016922075685245961, times=2, duration='466'}
RandomWeird{value=5630460197013566950, times=2, duration='467'}
RandomWeird{value=3730054528048035316, times=2, duration='466'}
RandomWeird{value=1334334818757061093, times=2, duration='0'}
RandomWeird{value=2380081147997179983, times=2, duration='0'}
RandomWeird{value=4706341573450357560, times=6, duration='933'}
RandomWeird{value=1160796593361628188, times=2, duration='467'}
RandomWeird{value=3904119281427321210, times=3, duration='466'}
RandomWeird{value=4503356604227454717, times=2, duration='0'}
RandomWeird{value=3670005771675733727, times=2, duration='0'}
RandomWeird{value=8985800968516050537, times=2, duration='0'}
RandomWeird{value=4535564561542521460, times=5, duration='466'}
RandomWeird{value=3625549442697748166, times=7, duration='467'}
RandomWeird{value=7209348157764600705, times=2, duration='467'}
