RandomWeird{value=2654939097715633158, times=4, duration='34298'}
RandomWeird{value=1326529179901183596, times=2, duration='1825'}
RandomWeird{value=1156444273337216931, times=4, duration='2554'}
RandomWeird{value=5023761409423837346, times=2, duration='1824'}
RandomWeird{value=8664223116359898269, times=2, duration='1459'}
RandomWeird{value=4454232743125265754, times=2, duration='4378'}
RandomWeird{value=3969472583827935363, times=2, duration='1824'}
RandomWeird{value=1640229866772930168, times=2, duration='1460'}
RandomWeird{value=1777329440405530183, times=2, duration='1824'}
RandomWeird{value=3642740684911380325, times=2, duration='1825'}
RandomWeird{value=2241995105291748485, times=7, duration='3649'}
RandomWeird{value=3599896147571645504, times=3, duration='2189'}
RandomWeird{value=2295521215275235815, times=4, duration='2554'}
RandomWeird{value=7144743368718081444, times=2, duration='1824'}
RandomWeird{value=6979447120921309096, times=2, duration='1459'}
RandomWeird{value=1555371318251984696, times=3, duration='1824'}
RandomWeird{value=3796093146287257504, times=2, duration='1460'}
RandomWeird{value=7670151673103052164, times=4, duration='3648'}
RandomWeird{value=5770046918124932954, times=3, duration='2189'}
RandomWeird{value=1024779059974999305, times=3, duration='2189'}
RandomWeird{value=2823737288625916612, times=4, duration='2554'}
RandomWeird{value=2368461550149636208, times=2, duration='1459'}
RandomWeird{value=1337328690883300460, times=3, duration='1824'}
RandomWeird{value=4726944889476248922, times=5, duration='2554'}
RandomWeird{value=5074946290198444526, times=6, duration='2919'}
RandomWeird{value=3079027316172256924, times=4, duration='2189'}
RandomWeird{value=3681487565260824090, times=2, duration='1460'}
RandomWeird{value=2000902234792071613, times=2, duration='1825'}
RandomWeird{value=3844510819923752155, times=3, duration='2189'}
RandomWeird{value=1014571711859511182, times=2, duration='1459'}
RandomWeird{value=8762607624114216184, times=8, duration='3648'}
RandomWeird{value=8294076398498027354, times=2, duration='1459'}
RandomWeird{value=4215561273927057718, times=8, duration='4014'}
RandomWeird{value=8944808350910461877, times=5, duration='2554'}
RandomWeird{value=4946093120270782002, times=3, duration='1825'}
RandomWeird{value=4870233004264016874, times=3, duration='2190'}
RandomWeird{value=1641395219370810541, times=2, duration='1824'}
RandomWeird{value=4430224197356083137, times=2, duration='1459'}
RandomWeird{value=4260093017297477498, times=4, duration='2189'}
